genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,1722268,2258401,4831,5003,2_4830,2_5002,64,5006307,5580308,1622,1802,3_1621,3_1801,64,+,5006307,5580308,1622,1802,3_1621,3_1801,contig_19,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,2848714,2877312,5166,5178,2_5165,2_5177,9,6081416,6104632,1958,1968,3_1957,3_1967,9,+,6081416,6104632,1958,1968,3_1957,3_1967,contig_19,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,816058,839222,4563,4571,2_4562,2_4570,6,2930935,2952389,955,962,3_954,3_961,6,+,2930935,2952389,955,962,3_954,3_961,contig_19,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,2499539,2676144,5891,5953,2_5890,2_5952,20,79161,228184,28,80,3_27,3_79,20,+,79161,228184,28,80,3_27,3_79,contig_16,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,1926384,2094152,5726,5770,2_5725,2_5769,23,249781,394495,89,129,3_88,3_128,23,+,249781,394495,89,129,3_88,3_128,contig_16,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,373346,553407,6062,6111,2_6061,2_6110,23,5124441,5262672,3595,3632,3_3594,3_3631,23,+,5124441,5262672,3595,3632,3_3594,3_3631,contig_16,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,2410668,2562049,7491,7538,2_7490,2_7537,20,209074,332750,8079,8115,3_8078,3_8114,20,+,209074,332750,8079,8115,3_8078,3_8114,contig_17,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,549584,940607,6914,7020,2_6913,2_7019,51,819695,1194509,8290,8401,3_8289,3_8400,51,+,819695,1194509,8290,8401,3_8289,3_8400,contig_17,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1208874,1338073,7095,7134,2_7094,2_7133,23,1882041,1993131,8618,8650,3_8617,3_8649,23,+,1882041,1993131,8618,8650,3_8617,3_8649,contig_17,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 89_1,158221,279321,6790,6825,2_6789,2_6824,19,2172224,2280775,8709,8738,3_8708,3_8737,19,+,2172224,2280775,8709,8738,3_8708,3_8737,contig_17,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,351476,722055,7669,7786,2_7668,2_7785,63,255821,585814,2054,2163,3_2053,3_2162,63,+,255821,585814,2054,2163,3_2053,3_2162,scaffold_105,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,2119913,2317275,8195,8263,2_8194,2_8262,27,3342765,3519758,3049,3106,3_3048,3_3105,27,+,3342765,3519758,3049,3106,3_3048,3_3105,scaffold_105,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,1353416,1407426,8750,8763,2_8749,2_8762,11,2237003,2305292,4444,4463,3_4443,3_4462,11,+,2237003,2305292,4444,4463,3_4443,3_4462,contig_17,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,273953,1200709,8418,8701,2_8417,2_8700,87,554679,1215898,3890,4115,3_3889,3_4114,87,+,554679,1215898,3890,4115,3_3889,3_4114,scaffold_105,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,1209005,1291740,8703,8729,2_8702,2_8728,7,2099937,2182406,4397,4426,3_4396,3_4425,7,+,2099937,2182406,4397,4426,3_4396,3_4425,scaffold_105,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 82_1,52327,69909,9084,9090,2_9083,2_9089,5,565451,582706,8205,8210,3_8204,3_8209,5,+,565451,582706,8205,8210,3_8204,3_8209,contig_1,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 87_1,97707,158118,9101,9120,2_9100,2_9119,8,2011818,2062814,8659,8670,3_8658,3_8669,8,+,2011818,2062814,8659,8670,3_8658,3_8669,contig_1,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 90_1,262327,1373624,9148,9476,2_9147,2_9475,94,2300703,3111714,8743,8989,3_8742,3_8988,94,+,2300703,3111714,8743,8989,3_8742,3_8988,contig_1,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847526.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 91_1,1424685,1930976,9491,9644,2_9490,2_9643,58,40452,466337,9005,9149,3_9004,3_9148,58,+,40452,466337,9005,9149,3_9004,3_9148,contig_1,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,1579439,1737241,10247,10296,2_10246,2_10295,28,3407279,3583609,1115,1171,3_1114,3_1170,28,+,3407279,3583609,1115,1171,3_1114,3_1170,contig_16,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 15_1,969464,1006873,10052,10061,2_10051,2_10060,8,4276506,4306907,1379,1389,3_1378,3_1388,8,+,4276506,4306907,1379,1389,3_1378,3_1388,contig_16,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 28_1,511385,581042,9905,9930,2_9904,2_9929,12,2486560,2535775,2745,2762,3_2744,3_2761,12,+,2486560,2535775,2745,2762,3_2744,3_2761,contig_14,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,4356801,4511376,1409,1459,3_1408,3_1458,26,521141,723043,4479,4539,2_4478,2_4538,26,+,521141,723043,4479,4539,2_4478,2_4538,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,5006307,5580308,1622,1802,3_1621,3_1801,64,1722268,2258401,4831,5003,2_4830,2_5002,64,+,1722268,2258401,4831,5003,2_4830,2_5002,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,6081416,6104632,1958,1968,3_1957,3_1967,9,2848714,2877312,5166,5178,2_5165,2_5177,9,+,2848714,2877312,5166,5178,2_5165,2_5177,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,2930935,2952389,955,962,3_954,3_961,6,816058,839222,4563,4571,2_4562,2_4570,6,+,816058,839222,4563,4571,2_4562,2_4570,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,79161,228184,28,80,3_27,3_79,20,2499539,2676144,5891,5953,2_5890,2_5952,20,+,2499539,2676144,5891,5953,2_5890,2_5952,contig_16,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,249781,394495,89,129,3_88,3_128,23,1926384,2094152,5726,5770,2_5725,2_5769,23,+,1926384,2094152,5726,5770,2_5725,2_5769,contig_16,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,3407279,3583609,1115,1171,3_1114,3_1170,28,1579439,1737241,10247,10296,2_10246,2_10295,28,+,1579439,1737241,10247,10296,2_10246,2_10295,contig_16,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 15_1,4276506,4306907,1379,1389,3_1378,3_1388,8,969464,1006873,10052,10061,2_10051,2_10060,8,+,969464,1006873,10052,10061,2_10051,2_10060,contig_16,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 30_1,2785520,2819181,2853,2864,3_2852,3_2863,6,1025386,1066332,3637,3647,2_3636,2_3646,6,+,1025386,1066332,3637,3647,2_3636,2_3646,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 35_1,3735300,4061856,3169,3268,3_3168,3_3267,64,1667118,2078326,3815,3946,2_3814,2_3945,64,+,1667118,2078326,3815,3946,2_3814,2_3945,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034376.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,5124441,5262672,3595,3632,3_3594,3_3631,23,373346,553407,6062,6111,2_6061,2_6110,23,+,373346,553407,6062,6111,2_6061,2_6110,contig_16,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034378.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,255821,585814,2054,2163,3_2053,3_2162,63,351476,722055,7669,7786,2_7668,2_7785,63,+,351476,722055,7669,7786,2_7668,2_7785,scaffold_105,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034378.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,3342765,3519758,3049,3106,3_3048,3_3105,27,2119913,2317275,8195,8263,2_8194,2_8262,27,+,2119913,2317275,8195,8263,2_8194,2_8262,scaffold_105,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 28_1,2486560,2535775,2745,2762,3_2744,3_2761,12,511385,581042,9905,9930,2_9904,2_9929,12,+,511385,581042,9905,9930,2_9904,2_9929,contig_14,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034372.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 48_1,2357755,3548268,4481,4863,3_4480,3_4862,149,190424,1465675,2301,2690,2_2300,2_2689,149,+,190424,1465675,2301,2690,2_2300,2_2689,contig_14,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034372.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 50_1,4718011,4994938,5206,5307,3_5205,3_5306,18,2735657,2910628,3071,3127,2_3070,2_3126,18,+,2735657,2910628,3071,3127,2_3070,2_3126,contig_14,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034379.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,2237003,2305292,4444,4463,3_4443,3_4462,11,1353416,1407426,8750,8763,2_8749,2_8762,11,+,1353416,1407426,8750,8763,2_8749,2_8762,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034379.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,554679,1215898,3890,4115,3_3889,3_4114,87,273953,1200709,8418,8701,2_8417,2_8700,87,+,273953,1200709,8418,8701,2_8417,2_8700,scaffold_105,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034379.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,2099937,2182406,4397,4426,3_4396,3_4425,7,1209005,1291740,8703,8729,2_8702,2_8728,7,+,1209005,1291740,8703,8729,2_8702,2_8728,scaffold_105,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034371.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 51_1,126436,1507072,5377,5806,3_5376,3_5805,204,159548,1789749,1260,1711,2_1259,2_1710,204,+,159548,1789749,1260,1711,2_1259,2_1710,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034371.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 64_1,4318663,4351325,6682,6691,3_6681,3_6690,6,3115591,3145710,2119,2126,2_2118,2_2125,6,+,3115591,3145710,2119,2126,2_2118,2_2125,scaffold_105,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 60_1,3299608,3533523,6375,6451,3_6374,3_6450,24,2093918,2438108,3950,4058,2_3949,2_4057,24,+,2093918,2438108,3950,4058,2_3949,2_4057,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 53_1,2270160,2324355,6047,6068,3_6046,3_6067,17,420340,508151,3440,3473,2_3439,2_3472,17,+,420340,508151,3440,3473,2_3439,2_3472,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 55_1,2583814,2601545,6163,6169,3_6162,3_6168,7,360641,379667,3418,3425,2_3417,2_3424,7,+,360641,379667,3418,3425,2_3417,2_3424,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 57_1,2770232,2882402,6212,6240,3_6211,3_6239,12,85182,250350,3347,3397,2_3346,2_3396,12,+,85182,250350,3347,3397,2_3346,2_3396,contig_19,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 69_1,886133,1585849,7179,7384,3_7178,3_7383,70,1034545,1798636,318,544,2_317,2_543,70,+,1034545,1798636,318,544,2_317,2_543,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 74_1,2155600,2653073,7581,7727,3_7580,3_7726,70,2696093,3244915,827,983,2_826,2_982,70,+,2696093,3244915,827,983,2_826,2_982,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 78_1,3134469,3425524,7872,7978,3_7871,3_7977,50,3398103,3775553,1029,1146,2_1028,2_1145,50,+,3398103,3775553,1029,1146,2_1028,2_1145,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 69_1,92865,1741174,6912,7445,3_6911,3_7444,140,264629,1939295,72,593,2_71,2_592,140,+,264629,1939295,72,593,2_71,2_592,contig_50,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 76_1,2704874,2884622,7750,7805,3_7749,3_7804,24,2203358,2439125,680,751,2_679,2_750,24,+,2203358,2439125,680,751,2_679,2_750,contig_50,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,209074,332750,8079,8115,3_8078,3_8114,20,2410668,2562049,7491,7538,2_7490,2_7537,20,+,2410668,2562049,7491,7538,2_7490,2_7537,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,819695,1194509,8290,8401,3_8289,3_8400,51,549584,940607,6914,7020,2_6913,2_7019,51,+,549584,940607,6914,7020,2_6913,2_7019,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1882041,1993131,8618,8650,3_8617,3_8649,23,1208874,1338073,7095,7134,2_7094,2_7133,23,+,1208874,1338073,7095,7134,2_7094,2_7133,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 89_1,2172224,2280775,8709,8738,3_8708,3_8737,19,158221,279321,6790,6825,2_6789,2_6824,19,+,158221,279321,6790,6825,2_6789,2_6824,contig_17,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 82_1,565451,582706,8205,8210,3_8204,3_8209,5,52327,69909,9084,9090,2_9083,2_9089,5,+,52327,69909,9084,9090,2_9083,2_9089,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 87_1,2011818,2062814,8659,8670,3_8658,3_8669,8,97707,158118,9101,9120,2_9100,2_9119,8,+,97707,158118,9101,9120,2_9100,2_9119,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 90_1,2300703,3111714,8743,8989,3_8742,3_8988,94,262327,1373624,9148,9476,2_9147,2_9475,94,+,262327,1373624,9148,9476,2_9147,2_9475,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847526.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 91_1,40452,466337,9005,9149,3_9004,3_9148,58,1424685,1930976,9491,9644,2_9490,2_9643,58,+,1424685,1930976,9491,9644,2_9490,2_9643,contig_1,Exophiala_crusticola
Exophiala_mesophila,Exophiala_lecanii_corni,KN847528.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 94_1,41295,82019,9274,9289,3_9273,3_9288,10,58115,121508,17,40,2_16,2_39,10,+,58115,121508,17,40,2_16,2_39,contig_50,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034370.1,KN847524.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 73_1,2100300,2157769,643,656,2_642,2_655,8,1961724,2027181,7522,7538,3_7521,3_7537,8,-,2027181,1961724,7538,7522,3_7537,3_7521,contig_14,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034371.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 52_1,1953426,2724997,1757,1984,2_1756,2_1983,69,1542857,2241986,5814,6038,3_5813,3_6037,69,-,2241986,1542857,6038,5814,3_6037,3_5813,contig_19,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034371.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 54_1,2767105,2899105,2000,2040,2_1999,2_2039,17,2452325,2517612,6122,6143,3_6121,3_6142,17,-,2517612,2452325,6143,6122,3_6142,3_6121,contig_19,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034371.1,KN847524.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 71_1,2974799,3008439,2070,2080,2_2069,2_2079,8,1830638,1883332,7471,7490,3_7470,3_7489,8,-,1883332,1830638,7490,7471,3_7489,3_7470,contig_1,Exophiala_crusticola
Exophiala_lecanii_corni,Exophiala_mesophila,CP034372.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 41_1,2950901,3429120,3140,3297,2_3139,2_3296,68,22755,461249,3714,3860,3_3713,3_3859,68,-,461249,22755,3860,3714,3_3859,3_3713,contig_14,Exophiala_crusticola
