genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,1883121,2143292,4889,4964,2_4888,2_4963,37,5174632,5463347,1682,1769,3_1681,3_1768,37,+,5174632,5463347,1682,1769,3_1681,3_1768,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,2840970,2877312,5164,5178,2_5163,2_5177,10,6074676,6104632,1957,1968,3_1956,3_1967,10,+,6074676,6104632,1957,1968,3_1956,3_1967,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,2220562,2258401,4987,5003,2_4986,2_5002,10,5533805,5580308,1787,1802,3_1786,3_1801,10,+,5533805,5580308,1787,1802,3_1786,3_1801,BCHY01000002.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,804437,836217,4559,4570,2_4558,2_4569,9,2919665,2949540,952,961,3_951,3_960,9,+,2919665,2949540,952,961,3_951,3_960,BCHY01000002.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,1737795,2201355,4837,4980,2_4836,2_4979,18,5017851,5517679,1626,1783,3_1625,3_1782,18,+,5017851,5517679,1626,1783,3_1625,3_1782,BCHY01000004.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,577049,667347,4493,4520,2_4492,2_4519,13,4407070,4459878,1423,1440,3_1422,3_1439,13,+,4407070,4459878,1423,1440,3_1422,3_1439,BCHY01000006.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,1687653,1953006,4815,4910,2_4814,2_4909,27,4936054,5252448,1592,1704,3_1591,3_1703,27,+,4936054,5252448,1592,1704,3_1591,3_1703,BCHY01000006.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,1941828,2090066,5730,5769,2_5729,2_5768,29,259744,390549,91,128,3_90,3_127,29,+,259744,390549,91,128,3_90,3_127,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,2504505,2655494,5892,5946,2_5891,2_5945,23,83696,212751,30,75,3_29,3_74,23,+,83696,212751,30,75,3_29,3_74,BCHY01000004.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 31_1,1936598,1994793,6528,6548,2_6527,2_6547,7,3105270,3170103,2968,2991,3_2967,3_2990,7,+,3105270,3170103,2968,2991,3_2967,3_2990,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,398533,453657,6070,6084,2_6069,2_6083,8,5151348,5198907,3602,3613,3_3601,3_3612,8,+,5151348,5198907,3602,3613,3_3601,3_3612,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,468987,516609,6091,6103,2_6090,2_6102,7,5203360,5230109,3614,3623,3_3613,3_3622,7,+,5203360,5230109,3614,3623,3_3613,3_3622,BCHY01000002.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,373346,546092,6062,6109,2_6061,2_6108,6,5124441,5255899,3595,3629,3_3594,3_3628,6,+,5124441,5255899,3595,3629,3_3594,3_3628,BCHY01000004.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,2328030,2504940,7462,7518,2_7461,2_7517,16,119031,275525,8049,8099,3_8048,3_8098,16,+,119031,275525,8049,8099,3_8048,3_8098,BCHY01000002.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1098212,1259137,7073,7114,2_7072,2_7113,17,1822789,1924277,8610,8630,3_8609,3_8629,17,+,1822789,1924277,8610,8630,3_8609,3_8629,BCHY01000002.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,2408995,2564829,7490,7539,2_7489,2_7538,20,209074,334353,8079,8116,3_8078,3_8115,20,+,209074,334353,8079,8116,3_8078,3_8115,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,358068,393361,6848,6862,2_6847,2_6861,12,682109,715789,8242,8253,3_8241,3_8252,12,+,682109,715789,8242,8253,3_8241,3_8252,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,2244743,2302202,7439,7453,2_7438,2_7452,8,62474,99265,8034,8044,3_8033,3_8043,8,+,62474,99265,8034,8044,3_8033,3_8043,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,324851,940607,6837,7020,2_6836,2_7019,73,653500,1194509,8231,8401,3_8230,3_8400,73,+,653500,1194509,8231,8401,3_8230,3_8400,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1265942,1313864,7117,7130,2_7116,2_7129,9,1927575,1972306,8631,8644,3_8630,3_8643,9,+,1927575,1972306,8631,8644,3_8630,3_8643,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 89_1,152827,266831,6788,6821,2_6787,2_6820,11,2166747,2268845,8707,8734,3_8706,3_8733,11,+,2166747,2268845,8707,8734,3_8706,3_8733,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,351476,671388,7669,7771,2_7668,2_7770,51,255821,543951,2054,2150,3_2053,3_2149,51,+,255821,543951,2054,2150,3_2053,3_2149,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,2058169,2308322,8170,8261,2_8169,2_8260,17,3289159,3510962,3033,3105,3_3032,3_3104,17,+,3289159,3510962,3033,3105,3_3032,3_3104,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,674522,722055,7773,7786,2_7772,2_7785,10,544568,585814,2151,2163,3_2150,3_2162,10,+,544568,585814,2151,2163,3_2150,3_2162,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,2126247,2257161,8197,8247,2_8196,2_8246,21,3349305,3472536,3051,3093,3_3050,3_3092,21,+,3349305,3472536,3051,3093,3_3050,3_3092,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,501750,524608,8482,8490,2_8481,2_8489,7,663074,685807,3927,3936,3_3926,3_3935,7,+,663074,685807,3927,3936,3_3926,3_3935,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,1347903,1407426,8748,8763,2_8747,2_8762,11,2232443,2305292,4442,4463,3_4441,3_4462,11,+,2232443,2305292,4442,4463,3_4441,3_4462,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,315395,1200709,8436,8701,2_8435,2_8700,96,558138,1215898,3891,4115,3_3890,3_4114,96,+,558138,1215898,3891,4115,3_3890,3_4114,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,1202896,1228748,8702,8710,2_8701,2_8709,6,2096698,2118368,4396,4403,3_4395,3_4402,6,+,2096698,2118368,4396,4403,3_4395,3_4402,BCHY01000005.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 87_1,158845,186924,9121,9126,2_9120,2_9125,5,2063942,2093206,8671,8678,3_8670,3_8677,5,+,2063942,2093206,8671,8678,3_8670,3_8677,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 82_1,52327,72255,9084,9091,2_9083,2_9090,6,565451,584950,8205,8211,3_8204,3_8210,6,+,565451,584950,8205,8211,3_8204,3_8210,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 90_1,259095,1252174,9147,9438,2_9146,2_9437,113,2294553,3068161,8742,8974,3_8741,3_8973,113,+,2294553,3068161,8742,8974,3_8741,3_8973,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847526.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 91_1,1432190,1453651,9496,9503,2_9495,2_9502,6,46084,85677,9009,9024,3_9008,3_9023,6,+,46084,85677,9009,9024,3_9008,3_9023,BCHY01000003.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847526.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 91_1,1551739,2316253,9536,9733,2_9535,2_9732,58,124289,501738,9037,9158,3_9036,3_9157,58,+,124289,501738,9037,9158,3_9036,3_9157,BCHY01000004.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,1513877,1746881,10220,10299,2_10219,2_10298,34,3356205,3569393,1095,1169,3_1094,3_1168,34,+,3356205,3569393,1095,1169,3_1094,3_1168,BCHY01000001.1,Exophiala_alcalophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 28_1,511385,581042,9905,9930,2_9904,2_9929,9,2486560,2535775,2745,2762,3_2744,3_2761,9,+,2486560,2535775,2745,2762,3_2744,3_2761,BCHY01000003.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,4464747,4511376,1443,1459,3_1442,3_1458,9,673597,723043,4523,4539,2_4522,2_4538,9,+,673597,723043,4523,4539,2_4522,2_4538,BCHY01000001.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,5174632,5463347,1682,1769,3_1681,3_1768,37,1883121,2143292,4889,4964,2_4888,2_4963,37,+,1883121,2143292,4889,4964,2_4888,2_4963,BCHY01000001.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,6074676,6104632,1957,1968,3_1956,3_1967,10,2840970,2877312,5164,5178,2_5163,2_5177,10,+,2840970,2877312,5164,5178,2_5163,2_5177,BCHY01000001.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,5533805,5580308,1787,1802,3_1786,3_1801,10,2220562,2258401,4987,5003,2_4986,2_5002,10,+,2220562,2258401,4987,5003,2_4986,2_5002,BCHY01000002.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,2919665,2949540,952,961,3_951,3_960,9,804437,836217,4559,4570,2_4558,2_4569,9,+,804437,836217,4559,4570,2_4558,2_4569,BCHY01000002.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,5017851,5517679,1626,1783,3_1625,3_1782,18,1737795,2201355,4837,4980,2_4836,2_4979,18,+,1737795,2201355,4837,4980,2_4836,2_4979,BCHY01000004.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,4407070,4459878,1423,1440,3_1422,3_1439,13,577049,667347,4493,4520,2_4492,2_4519,13,+,577049,667347,4493,4520,2_4492,2_4519,BCHY01000006.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,4936054,5252448,1592,1704,3_1591,3_1703,27,1687653,1953006,4815,4910,2_4814,2_4909,27,+,1687653,1953006,4815,4910,2_4814,2_4909,BCHY01000006.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,259744,390549,91,128,3_90,3_127,29,1941828,2090066,5730,5769,2_5729,2_5768,29,+,1941828,2090066,5730,5769,2_5729,2_5768,BCHY01000003.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,83696,212751,30,75,3_29,3_74,23,2504505,2655494,5892,5946,2_5891,2_5945,23,+,2504505,2655494,5892,5946,2_5891,2_5945,BCHY01000004.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,3356205,3569393,1095,1169,3_1094,3_1168,34,1513877,1746881,10220,10299,2_10219,2_10298,34,+,1513877,1746881,10220,10299,2_10219,2_10298,BCHY01000001.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 35_1,3955627,4013711,3238,3253,3_3237,3_3252,15,1944252,2019327,3907,3931,2_3906,2_3930,15,+,1944252,2019327,3907,3931,2_3906,2_3930,BCHY01000001.1,Exophiala_alcalophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 35_1,3766476,3809532,3180,3193,3_3179,3_3192,12,1707848,1763375,3834,3853,2_3833,2_3852,12,+,1707848,1763375,3834,3853,2_3833,2_3852,BCHY01000003.1,Exophiala_alcalophila
