genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Exophiala_lecanii_corni,Exophiala_mesophila,CP034372.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 50_1,2735657,2949183,3071,3139,2_3070,2_3138,33,4718011,5038317,5206,5324,3_5205,3_5323,33,+,4718011,5038317,5206,5324,3_5205,3_5323,KN847522.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 30_1,1000245,1087837,3629,3655,2_3628,2_3654,16,2748127,2832342,2840,2869,3_2839,3_2868,16,+,2748127,2832342,2840,2869,3_2839,3_2868,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 35_1,1544837,2078326,3784,3946,2_3783,2_3945,109,3649262,4061856,3145,3268,3_3144,3_3267,109,+,3649262,4061856,3145,3268,3_3144,3_3267,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 53_1,404058,540240,3434,3483,2_3433,2_3482,31,2256966,2365813,6043,6084,3_6042,3_6083,31,+,2256966,2365813,6043,6084,3_6042,3_6083,KN847523.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 55_1,355599,402467,3417,3432,2_3416,2_3431,13,2546866,2623880,6153,6174,3_6152,3_6173,13,+,2546866,2623880,6153,6174,3_6152,3_6173,KN847523.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 57_1,71137,314704,3343,3410,2_3342,2_3409,39,2758854,2913717,6209,6252,3_6208,3_6251,39,+,2758854,2913717,6209,6252,3_6208,3_6251,KN847523.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 60_1,2091519,2520310,3949,4087,2_3948,2_4086,63,3298403,3663172,6374,6491,3_6373,3_6490,63,+,3298403,3663172,6374,6491,3_6373,3_6490,KN847523.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034373.1,KN847523.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 65_1,822883,888098,3575,3594,2_3574,2_3593,14,4391289,4453448,6705,6723,3_6704,3_6722,14,+,4391289,4453448,6705,6723,3_6704,3_6722,KN847523.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,521141,723043,4479,4539,2_4478,2_4538,39,4356801,4511376,1409,1459,3_1408,3_1458,39,+,4356801,4511376,1409,1459,3_1408,3_1458,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,1687653,2258401,4815,5003,2_4814,2_5002,128,4936054,5580308,1592,1802,3_1591,3_1801,128,+,4936054,5580308,1592,1802,3_1591,3_1801,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,2840970,2925628,5164,5196,2_5163,2_5195,14,6074676,6124048,1957,1973,3_1956,3_1972,14,+,6074676,6124048,1957,1973,3_1956,3_1972,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 5_1,1283120,1295894,4689,4695,2_4688,2_4694,6,2281370,2291699,755,760,3_754,3_759,6,+,2281370,2291699,755,760,3_754,3_759,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034374.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,804437,839222,4559,4571,2_4558,2_4570,10,2919665,2952389,952,962,3_951,3_961,10,+,2919665,2952389,952,962,3_951,3_961,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,2499539,2676144,5891,5953,2_5890,2_5952,48,79161,228184,28,80,3_27,3_79,48,+,79161,228184,28,80,3_27,3_79,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034375.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,1912865,2094152,5722,5770,2_5721,2_5769,38,240338,394495,85,129,3_84,3_128,38,+,240338,394495,85,129,3_84,3_128,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 23_1,1675470,1716211,6446,6457,2_6445,2_6456,6,593433,617549,2167,2172,3_2166,3_2171,6,+,593433,617549,2167,2172,3_2166,3_2171,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 27_1,1259523,1375845,6319,6357,2_6318,2_6356,16,2378647,2465125,2710,2738,3_2709,3_2737,16,+,2378647,2465125,2710,2738,3_2709,3_2737,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034376.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,373346,581734,6062,6119,2_6061,2_6118,37,5124441,5287579,3595,3639,3_3594,3_3638,37,+,5124441,5287579,3595,3639,3_3594,3_3638,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,2244743,2564829,7439,7539,2_7438,2_7538,64,62474,334353,8034,8116,3_8033,3_8115,64,+,62474,334353,8034,8116,3_8033,3_8115,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,324851,940607,6837,7020,2_6836,2_7019,125,653500,1194509,8231,8401,3_8230,3_8400,125,+,653500,1194509,8231,8401,3_8230,3_8400,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1098212,1338073,7073,7134,2_7072,2_7133,33,1822789,1993131,8610,8650,3_8609,3_8649,33,+,1822789,1993131,8610,8650,3_8609,3_8649,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034377.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 89_1,152827,305536,6788,6832,2_6787,2_6831,27,2166747,2288148,8707,8741,3_8706,3_8740,27,+,2166747,2288148,8707,8741,3_8706,3_8740,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,350067,729579,7668,7789,2_7667,2_7788,79,254561,593334,2053,2166,3_2052,3_2165,79,+,254561,593334,2053,2166,3_2052,3_2165,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034378.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,2058169,2347662,8170,8274,2_8169,2_8273,62,3289159,3544918,3033,3117,3_3032,3_3116,62,+,3289159,3544918,3033,3117,3_3032,3_3116,KN847521.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,273953,1200709,8418,8701,2_8417,2_8700,149,554679,1215898,3890,4115,3_3889,3_4114,149,+,554679,1215898,3890,4115,3_3889,3_4114,KN847522.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034379.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,1202896,1443582,8702,8777,2_8701,2_8776,61,2096698,2336873,4396,4474,3_4395,3_4473,61,+,2096698,2336873,4396,4474,3_4395,3_4473,KN847522.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847522.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 43_1,6886,31738,9067,9077,2_9066,2_9076,8,1109271,1151376,4074,4094,3_4073,3_4093,8,+,1109271,1151376,4074,4094,3_4073,3_4093,KN847522.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 82_1,46931,73877,9082,9092,2_9081,2_9091,8,561994,586632,8204,8212,3_8203,3_8211,8,+,561994,586632,8204,8212,3_8203,3_8211,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 87_1,51142,216836,9083,9134,2_9082,2_9133,21,2008668,2103111,8657,8681,3_8656,3_8680,21,+,2008668,2103111,8657,8681,3_8656,3_8680,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847525.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 90_1,259095,1373624,9147,9476,2_9146,2_9475,176,2294553,3111714,8742,8989,3_8741,3_8988,176,+,2294553,3111714,8742,8989,3_8741,3_8988,KN847525.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034380.1,KN847526.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 91_1,1394798,2374748,9481,9754,2_9480,2_9753,112,3910,562158,8991,9181,3_8990,3_9180,112,+,3910,562158,8991,9181,3_8990,3_9180,KN847526.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,1474005,1751348,10205,10301,2_10204,2_10300,71,3307463,3591577,1076,1175,3_1075,3_1174,71,+,3307463,3591577,1076,1175,3_1075,3_1174,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847520.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 15_1,969464,1051775,10052,10074,2_10051,2_10073,19,4276506,4356177,1379,1408,3_1378,3_1407,19,+,4276506,4356177,1379,1408,3_1378,3_1407,KN847520.1,Exophiala_mesophila
Exophiala_lecanii_corni,Exophiala_mesophila,CP034381.1,KN847521.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 28_1,489261,597336,9898,9937,2_9897,2_9936,25,2466125,2544926,2739,2767,3_2738,3_2766,25,+,2466125,2544926,2739,2767,3_2738,3_2766,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 16_1,4356801,4511376,1409,1459,3_1408,3_1458,39,521141,723043,4479,4539,2_4478,2_4538,39,+,521141,723043,4479,4539,2_4478,2_4538,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 18_1,4936054,5580308,1592,1802,3_1591,3_1801,128,1687653,2258401,4815,5003,2_4814,2_5002,128,+,1687653,2258401,4815,5003,2_4814,2_5002,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 20_1,6074676,6124048,1957,1973,3_1956,3_1972,14,2840970,2925628,5164,5196,2_5163,2_5195,14,+,2840970,2925628,5164,5196,2_5163,2_5195,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 5_1,2281370,2291699,755,760,3_754,3_759,6,1283120,1295894,4689,4695,2_4688,2_4694,6,+,1283120,1295894,4689,4695,2_4688,2_4694,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034374.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 9_1,2919665,2952389,952,962,3_951,3_961,10,804437,839222,4559,4571,2_4558,2_4570,10,+,804437,839222,4559,4571,2_4558,2_4570,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 1_1,79161,228184,28,80,3_27,3_79,48,2499539,2676144,5891,5953,2_5890,2_5952,48,+,2499539,2676144,5891,5953,2_5890,2_5952,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034375.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 2_1,240338,394495,85,129,3_84,3_128,38,1912865,2094152,5722,5770,2_5721,2_5769,38,+,1912865,2094152,5722,5770,2_5721,2_5769,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 10_1,3307463,3591577,1076,1175,3_1075,3_1174,71,1474005,1751348,10205,10301,2_10204,2_10300,71,+,1474005,1751348,10205,10301,2_10204,2_10300,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847520.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 15_1,4276506,4356177,1379,1408,3_1378,3_1407,19,969464,1051775,10052,10074,2_10051,2_10073,19,+,969464,1051775,10052,10074,2_10051,2_10073,KN847520.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 30_1,2748127,2832342,2840,2869,3_2839,3_2868,16,1000245,1087837,3629,3655,2_3628,2_3654,16,+,1000245,1087837,3629,3655,2_3628,2_3654,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 35_1,3649262,4061856,3145,3268,3_3144,3_3267,109,1544837,2078326,3784,3946,2_3783,2_3945,109,+,1544837,2078326,3784,3946,2_3783,2_3945,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034376.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 23_1,593433,617549,2167,2172,3_2166,3_2171,6,1675470,1716211,6446,6457,2_6445,2_6456,6,+,1675470,1716211,6446,6457,2_6445,2_6456,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034376.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 27_1,2378647,2465125,2710,2738,3_2709,3_2737,16,1259523,1375845,6319,6357,2_6318,2_6356,16,+,1259523,1375845,6319,6357,2_6318,2_6356,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034376.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 39_1,5124441,5287579,3595,3639,3_3594,3_3638,37,373346,581734,6062,6119,2_6061,2_6118,37,+,373346,581734,6062,6119,2_6061,2_6118,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034378.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 22_1,254561,593334,2053,2166,3_2052,3_2165,79,350067,729579,7668,7789,2_7667,2_7788,79,+,350067,729579,7668,7789,2_7667,2_7788,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034378.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 33_1,3289159,3544918,3033,3117,3_3032,3_3116,62,2058169,2347662,8170,8274,2_8169,2_8273,62,+,2058169,2347662,8170,8274,2_8169,2_8273,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847521.1,CP034381.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 28_1,2466125,2544926,2739,2767,3_2738,3_2766,25,489261,597336,9898,9937,2_9897,2_9936,25,+,489261,597336,9898,9937,2_9897,2_9936,KN847521.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034372.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 48_1,2357755,3578294,4481,4870,3_4480,3_4869,241,183952,1498115,2298,2697,2_2297,2_2696,241,+,183952,1498115,2298,2697,2_2297,2_2696,KN847522.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034372.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 50_1,4718011,5038317,5206,5324,3_5205,3_5323,33,2735657,2949183,3071,3139,2_3070,2_3138,33,+,2735657,2949183,3071,3139,2_3070,2_3138,KN847522.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034379.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 42_1,554679,1215898,3890,4115,3_3889,3_4114,149,273953,1200709,8418,8701,2_8417,2_8700,149,+,273953,1200709,8418,8701,2_8417,2_8700,KN847522.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034379.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 47_1,2096698,2336873,4396,4474,3_4395,3_4473,61,1202896,1443582,8702,8777,2_8701,2_8776,61,+,1202896,1443582,8702,8777,2_8701,2_8776,KN847522.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847522.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 43_1,1109271,1151376,4074,4094,3_4073,3_4093,8,6886,31738,9067,9077,2_9066,2_9076,8,+,6886,31738,9067,9077,2_9066,2_9076,KN847522.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034371.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 51_1,21699,1542129,5349,5813,3_5348,3_5812,342,20513,1827721,1222,1720,2_1221,2_1719,342,+,20513,1827721,1222,1720,2_1221,2_1719,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034371.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 64_1,4239228,4383656,6657,6702,3_6656,3_6701,35,3043426,3188409,2095,2141,2_2094,2_2140,35,+,3043426,3188409,2095,2141,2_2094,2_2140,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 53_1,2256966,2365813,6043,6084,3_6042,3_6083,31,404058,540240,3434,3483,2_3433,2_3482,31,+,404058,540240,3434,3483,2_3433,2_3482,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 55_1,2546866,2623880,6153,6174,3_6152,3_6173,13,355599,402467,3417,3432,2_3416,2_3431,13,+,355599,402467,3417,3432,2_3416,2_3431,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 57_1,2758854,2913717,6209,6252,3_6208,3_6251,39,71137,314704,3343,3410,2_3342,2_3409,39,+,71137,314704,3343,3410,2_3342,2_3409,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 60_1,3298403,3663172,6374,6491,3_6373,3_6490,63,2091519,2520310,3949,4087,2_3948,2_4086,63,+,2091519,2520310,3949,4087,2_3948,2_4086,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847523.1,CP034373.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 65_1,4391289,4453448,6705,6723,3_6704,3_6722,14,822883,888098,3575,3594,2_3574,2_3593,14,+,822883,888098,3575,3594,2_3574,2_3593,KN847523.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 69_1,40,1792192,6888,7460,3_6887,3_7459,398,130656,2083135,43,640,2_42,2_639,398,+,130656,2083135,43,640,2_42,2_639,KN847524.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 72_1,1884555,1915467,7491,7500,3_7490,3_7499,8,2488263,2520538,769,778,2_768,2_777,8,+,2488263,2520538,769,778,2_768,2_777,KN847524.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 74_1,2155600,2656829,7581,7729,3_7580,3_7728,110,2696093,3246966,827,984,2_826,2_983,110,+,2696093,3246966,827,984,2_826,2_983,KN847524.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 76_1,2700333,2933011,7749,7821,3_7748,3_7820,57,2198873,2487521,678,768,2_677,2_767,57,+,2198873,2487521,678,768,2_677,2_767,KN847524.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847524.1,CP034370.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 78_1,3016734,3531423,7840,8009,3_7839,3_8008,129,3252001,3927951,987,1201,2_986,2_1200,129,+,3252001,3927951,987,1201,2_986,2_1200,KN847524.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 80_1,62474,334353,8034,8116,3_8033,3_8115,64,2244743,2564829,7439,7539,2_7438,2_7538,64,+,2244743,2564829,7439,7539,2_7438,2_7538,KN847525.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 83_1,653500,1194509,8231,8401,3_8230,3_8400,125,324851,940607,6837,7020,2_6836,2_7019,125,+,324851,940607,6837,7020,2_6836,2_7019,KN847525.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 86_1,1822789,1993131,8610,8650,3_8609,3_8649,33,1098212,1338073,7073,7134,2_7072,2_7133,33,+,1098212,1338073,7073,7134,2_7072,2_7133,KN847525.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034377.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 89_1,2166747,2288148,8707,8741,3_8706,3_8740,27,152827,305536,6788,6832,2_6787,2_6831,27,+,152827,305536,6788,6832,2_6787,2_6831,KN847525.1,Exophiala_mesophila
Exophiala_mesophila,Exophiala_lecanii_corni,KN847525.1,CP034380.1,Exophiala_mesophila_vs_Exophiala_lecanii_corni: 82_1,561994,586632,8204,8212,3_8203,3_8211,8,46931,73877,9082,9092,2_9081,2_9091,8,+,46931,73877,9082,9092,2_9081,2_9091,KN847525.1,Exophiala_mesophila
